make_model,make,location,price,body_type,type,warranty,mileage,gearbox,paint,seller,power,engine_size,CO2_emissions,empty_weight,full_service_history,previous_owner,age,fuel_type,cons_avg,comfort_convenience_count,entertainment_media_count,safety_security_count,extras_count,upholstery
Peugeot 2008,Peugeot,FR,33990.0,Station wagon,Used,yes,7877.0,Automatic,Non-Metallic,Dealer,137.0,1199.0,0.0,1454.0,no,1,1.0,Electric,4.6,11,2,11,2,standard
Peugeot 2008,Peugeot,FR,28120.0,Off-Road/Pick-up,Used,yes,1000.0,Automatic,Non-Metallic,Dealer,131.0,1199.0,103.0,1504.0,no,0,0.0,Petrol,4.6,11,3,15,1,standard
Peugeot 2008,Peugeot,FR,20290.0,Off-Road/Pick-up,Used,yes,44481.0,Manual,Metalic,Dealer,131.0,1200.0,117.0,1230.0,no,1,3.0,Petrol,4.6,4,2,7,1,standard
Peugeot 2008,Peugeot,FR,28599.0,Station wagon,Used,yes,6000.0,Automatic,Non-Metallic,Dealer,133.0,1199.0,133.0,1454.0,no,0,0.0,Petrol,4.6,7,2,11,2,standard
Peugeot 2008,Peugeot,ES,14500.0,Off-Road/Pick-up,Used,yes,56866.0,Manual,Non-Metallic,Dealer,110.0,1199.0,103.0,1165.0,no,0,4.0,Petrol,4.6,5,3,6,1,standard
Peugeot 2008,Peugeot,ES,14390.0,Off-Road/Pick-up,Used,yes,44000.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1120.0,no,0,4.0,Petrol,5.15,7,3,6,1,standard
Peugeot 2008,Peugeot,DE,14800.0,Off-Road/Pick-up,Used,yes,63814.0,Automatic,Metalic,Dealer,110.0,1199.0,110.0,1225.0,yes,2,6.0,Petrol,5.0,13,6,13,5,premium
Peugeot 2008,Peugeot,ES,13950.0,Off-Road/Pick-up,Used,yes,28218.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1120.0,no,0,4.0,Petrol,5.15,6,3,6,0,standard
Peugeot 2008,Peugeot,ES,19990.0,Off-Road/Pick-up,Used,yes,43900.0,Manual,Non-Metallic,Dealer,101.0,1199.0,103.0,1192.0,no,0,2.0,Petrol,4.75,0,0,0,0,standard
Peugeot 2008,Peugeot,BE,8950.0,Off-Road/Pick-up,Used,yes,14775.0,Manual,Non-Metallic,Dealer,82.0,1199.0,114.0,1130.0,no,0,8.0,Petrol,5.15,7,2,10,3,standard
Peugeot 2008,Peugeot,BE,15490.0,Off-Road/Pick-up,Used,yes,24897.0,Manual,Metalic,Dealer,131.0,1199.0,120.0,1504.0,yes,1,3.0,Petrol,4.6,14,7,9,4,premium
Peugeot 2008,Peugeot,ES,13890.0,Off-Road/Pick-up,Used,yes,99659.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1504.0,no,0,3.0,Petrol,5.15,1,2,1,1,standard
Peugeot 2008,Peugeot,ES,13890.0,Off-Road/Pick-up,Used,yes,92477.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1504.0,no,0,3.0,Petrol,5.15,1,2,1,1,standard
Peugeot 2008,Peugeot,FR,25499.0,Station wagon,Used,yes,15000.0,Manual,Non-Metallic,Dealer,133.0,1199.0,124.0,1454.0,no,0,0.0,Petrol,4.6,7,3,12,1,standard
Peugeot 2008,Peugeot,FR,28399.0,Station wagon,Used,yes,6000.0,Automatic,Non-Metallic,Dealer,133.0,1199.0,133.0,1454.0,no,0,0.0,Petrol,4.6,6,3,11,2,standard
Peugeot 2008,Peugeot,ES,20900.0,Off-Road/Pick-up,Used,yes,24986.0,Manual,Non-Metallic,Dealer,101.0,1199.0,103.0,1210.0,no,0,1.0,Petrol,4.75,0,0,0,0,standard
Peugeot 2008,Peugeot,FR,21880.0,Station wagon,Used,yes,26805.0,Manual,Non-Metallic,Dealer,103.0,1199.0,122.0,1454.0,no,1,1.0,Petrol,4.6,8,3,13,1,standard
Peugeot 2008,Peugeot,DE,11900.0,Sedan,Used,yes,102912.0,Manual,Metalic,Dealer,82.0,1199.0,114.0,1120.0,no,2,5.0,Petrol,5.15,13,9,18,7,standard
Peugeot 2008,Peugeot,FR,31299.0,Station wagon,Used,yes,6000.0,Automatic,Non-Metallic,Dealer,133.0,1199.0,133.0,1454.0,no,0,0.0,Petrol,4.6,8,2,11,2,standard
Peugeot 2008,Peugeot,DE,17350.0,Off-Road/Pick-up,Used,yes,33548.0,Manual,Metalic,Dealer,110.0,1199.0,110.0,1236.0,no,1,3.0,Petrol,5.050000000000001,17,9,18,11,premium
Peugeot 2008,Peugeot,BE,17490.0,Sedan,Used,yes,27000.0,Automatic,Metalic,Dealer,110.0,1199.0,129.0,1333.0,yes,1,4.0,Petrol,4.6,11,6,10,1,standard
Peugeot 2008,Peugeot,BE,15950.0,Sedan,Used,yes,95435.0,Automatic,Metalic,Dealer,110.0,1199.0,110.0,1333.0,no,1,5.0,Petrol,4.6,11,5,10,3,premium
Peugeot 2008,Peugeot,BE,10790.0,Sedan,Used,yes,80608.0,Manual,Non-Metallic,Dealer,110.0,1199.0,103.0,1333.0,no,1,6.0,Petrol,4.6,6,1,1,0,standard
Peugeot 2008,Peugeot,NL,15050.0,Off-Road/Pick-up,Used,no,71673.0,Automatic,Metalic,Dealer,111.0,1199.0,110.0,1115.0,yes,1,6.0,Petrol,5.0,15,3,16,5,premium
Peugeot 2008,Peugeot,DE,16950.0,Sedan,Used,yes,28900.0,Automatic,Non-Metallic,Dealer,110.0,1199.0,103.0,1235.0,yes,2,3.0,Petrol,4.6,10,5,9,6,standard
Peugeot 2008,Peugeot,ES,9900.0,Off-Road/Pick-up,Used,yes,67563.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1120.0,no,0,8.0,Petrol,5.15,4,2,6,0,standard
Peugeot 2008,Peugeot,BE,17490.0,Sedan,Used,yes,27000.0,Automatic,Metalic,Dealer,110.0,1199.0,129.0,1333.0,yes,1,4.0,Petrol,4.6,11,6,10,1,standard
Peugeot 2008,Peugeot,DE,20070.0,Sedan,Used,yes,29053.0,Automatic,Metalic,Dealer,110.0,1199.0,153.0,1333.0,no,0,3.0,Petrol,5.8,8,5,9,2,standard
Peugeot 2008,Peugeot,BE,25950.0,Off-Road/Pick-up,Used,yes,4664.0,Manual,Metalic,Dealer,131.0,1199.0,103.0,1504.0,yes,1,2.0,Petrol,4.6,22,8,15,6,premium
Peugeot 2008,Peugeot,IT,20990.0,Off-Road/Pick-up,Used,yes,48836.0,Manual,Metalic,Dealer,131.0,1199.0,103.0,1267.0,no,0,2.0,Petrol,4.65,12,6,11,4,premium
Peugeot 2008,Peugeot,DE,9990.0,Station wagon,Used,yes,50600.0,Manual,Metalic,Dealer,82.0,1199.0,114.0,1215.0,no,1,8.0,Petrol,5.15,8,5,16,5,standard
Peugeot 2008,Peugeot,FR,24980.0,Station wagon,Used,yes,24475.0,Manual,Non-Metallic,Dealer,131.0,1199.0,124.0,1210.0,no,0,2.0,Petrol,4.65,10,2,0,1,standard
Peugeot 2008,Peugeot,DE,17490.0,Station wagon,Used,yes,48461.0,Manual,Non-Metallic,Private seller,131.0,1199.0,103.0,1235.0,yes,0,4.0,Petrol,5.05,18,6,10,6,standard
Peugeot 2008,Peugeot,IT,23900.0,Station wagon,Used,yes,29600.0,Manual,Non-Metallic,Dealer,131.0,1199.0,103.0,1267.0,yes,1,2.0,Petrol,4.65,14,5,19,3,standard
Peugeot 2008,Peugeot,DE,16490.0,Off-Road/Pick-up,Used,yes,18852.0,Manual,Metalic,Dealer,110.0,1199.0,111.0,1236.0,no,1,3.0,Petrol,5.1,14,7,16,9,standard
Peugeot 2008,Peugeot,DE,15990.0,Off-Road/Pick-up,Used,yes,20400.0,Manual,Metalic,Dealer,131.0,1199.0,118.0,1230.0,yes,1,4.0,Petrol,5.35,18,9,19,8,standard
Peugeot 2008,Peugeot,ES,13890.0,Off-Road/Pick-up,Used,yes,92477.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1504.0,no,0,3.0,Petrol,5.15,1,2,1,1,standard
Peugeot 2008,Peugeot,BE,16490.0,Off-Road/Pick-up,Used,yes,63880.0,Manual,Metalic,Dealer,131.0,1199.0,120.0,1504.0,yes,1,4.0,Petrol,5.4,15,5,7,2,premium
Peugeot 2008,Peugeot,DE,19650.0,Off-Road/Pick-up,Used,yes,30030.0,Automatic,Metalic,Dealer,131.0,1199.0,115.0,1272.0,yes,1,3.0,Petrol,5.25,15,10,16,6,premium
Peugeot 2008,Peugeot,ES,18490.0,Off-Road/Pick-up,Used,yes,64070.0,Manual,Non-Metallic,Dealer,101.0,1199.0,103.0,1504.0,no,0,1.0,Petrol,4.75,3,2,1,1,standard
Peugeot 2008,Peugeot,ES,14500.0,Off-Road/Pick-up,Used,yes,29956.0,Automatic,Non-Metallic,Dealer,110.0,1199.0,103.0,1165.0,no,0,6.0,Petrol,4.9,7,2,6,1,standard
Peugeot 2008,Peugeot,DE,15900.0,Off-Road/Pick-up,Used,yes,48000.0,Manual,Metalic,Dealer,131.0,1199.0,110.0,1235.0,yes,1,5.0,Petrol,5.05,16,9,13,7,premium
Peugeot 2008,Peugeot,DE,21950.0,Off-Road/Pick-up,Used,yes,40900.0,Manual,Metalic,Dealer,101.0,1199.0,103.0,1263.0,yes,1,2.0,Petrol,4.6,19,9,20,9,standard
Peugeot 2008,Peugeot,BE,16990.0,Off-Road/Pick-up,Used,yes,37459.0,Manual,Metalic,Dealer,110.0,1199.0,110.0,1225.0,yes,1,4.0,Petrol,5.05,19,11,18,12,premium
Peugeot 2008,Peugeot,DE,15490.0,Off-Road/Pick-up,Used,yes,42400.0,Manual,Non-Metallic,Dealer,131.0,1199.0,118.0,1230.0,yes,1,4.0,Petrol,5.35,16,9,19,8,standard
Peugeot 2008,Peugeot,ES,24300.0,Off-Road/Pick-up,Used,yes,10000.0,Automatic,Non-Metallic,Dealer,131.0,1199.0,103.0,1504.0,no,0,0.0,Petrol,5.0,1,0,3,0,standard
Peugeot 2008,Peugeot,ES,14500.0,Off-Road/Pick-up,Used,yes,56866.0,Manual,Non-Metallic,Dealer,110.0,1199.0,103.0,1165.0,no,0,4.0,Petrol,4.6,5,3,6,1,standard
Peugeot 2008,Peugeot,DE,28890.0,Off-Road/Pick-up,Used,yes,33897.0,Automatic,Non-Metallic,Dealer,155.0,1199.0,113.0,1280.0,yes,1,2.0,Petrol,5.15,21,11,26,12,premium
Peugeot 2008,Peugeot,ES,17890.0,Off-Road/Pick-up,Used,yes,20843.0,Automatic,Non-Metallic,Dealer,110.0,1199.0,103.0,1504.0,no,0,3.0,Petrol,5.7,3,2,1,1,standard
Peugeot 2008,Peugeot,DE,29480.0,Off-Road/Pick-up,Demonstration,yes,3900.0,Automatic,Metalic,Dealer,131.0,1199.0,136.0,1320.0,yes,1,1.0,Petrol,6.2,17,10,21,6,standard
Peugeot 2008,Peugeot,DE,13800.0,Off-Road/Pick-up,Used,yes,49800.0,Manual,Metalic,Dealer,110.0,1199.0,103.0,1504.0,yes,2,6.0,Petrol,4.6,16,8,15,14,standard
Peugeot 2008,Peugeot,DE,13490.0,Off-Road/Pick-up,Used,yes,33750.0,Manual,Metalic,Dealer,82.0,1199.0,114.0,1215.0,yes,2,4.0,Petrol,5.15,8,5,15,5,standard
Peugeot 2008,Peugeot,ES,20900.0,Off-Road/Pick-up,Used,yes,24558.0,Manual,Non-Metallic,Dealer,101.0,1200.0,103.0,1504.0,no,0,1.0,Petrol,4.75,0,0,0,0,standard
Peugeot 2008,Peugeot,ES,13950.0,Off-Road/Pick-up,Used,yes,28218.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1120.0,no,0,4.0,Petrol,5.15,6,3,6,0,standard
Peugeot 2008,Peugeot,ES,13950.0,Off-Road/Pick-up,Used,yes,28218.0,Manual,Non-Metallic,Dealer,82.0,1199.0,103.0,1120.0,no,0,4.0,Petrol,5.15,6,3,6,0,standard
Peugeot 2008,Peugeot,ES,14500.0,Off-Road/Pick-up,Used,yes,56866.0,Manual,Non-Metallic,Dealer,110.0,1199.0,103.0,1165.0,no,0,4.0,Petrol,4.6,5,3,6,1,standard
Peugeot 2008,Peugeot,DE,13985.0,Off-Road/Pick-up,Used,yes,40350.0,Manual,Metalic,Dealer,110.0,1199.0,103.0,1504.0,yes,1,5.0,Petrol,4.6,17,9,16,12,premium
Peugeot 2008,Peugeot,FR,22190.0,Off-Road/Pick-up,Used,yes,43072.0,Manual,Metalic,Dealer,131.0,1200.0,117.0,1230.0,no,1,3.0,Petrol,4.6,4,1,7,1,standard
Peugeot 2008,Peugeot,BE,9900.0,Off-Road/Pick-up,Used,yes,77600.0,Manual,Metalic,Dealer,82.0,1199.0,114.0,1020.0,no,0,6.0,Petrol,4.6,4,6,15,1,standard
Peugeot 2008,Peugeot,DE,10860.0,Off-Road/Pick-up,Used,yes,65954.0,Manual,Metalic,Dealer,82.0,1199.0,112.0,1045.0,yes,2,6.0,Petrol,5.15,8,6,15,5,standard
Peugeot 2008,Peugeot,BE,23990.0,Off-Road/Pick-up,Used,yes,6789.0,Manual,Metalic,Dealer,101.0,1199.0,123.0,1504.0,yes,1,0.0,Petrol,4.6,12,8,12,7,standard
Peugeot 2008,Peugeot,DE,36999.0,Off-Road/Pick-up,Demonstration,yes,5500.0,Automatic,Metalic,Dealer,136.0,1199.0,124.0,1548.0,no,1,1.0,Diesel,4.6,18,7,26,2,premium
Peugeot 206,Peugeot,IT,3800.0,Coupe,Used,yes,181705.0,Manual,Non-Metallic,Dealer,109.0,1560.0,166.0,1285.0,no,2,16.0,Diesel,5.15,4,4,9,2,standard
Peugeot 206,Peugeot,NL,2200.0,Convertible,Used,yes,212159.0,Manual,Non-Metallic,Private seller,109.0,1560.0,129.0,1185.0,yes,2,15.0,Diesel,5.1,9,2,6,3,standard
Peugeot 206,Peugeot,IT,1290.0,Coupe,Used,yes,130000.0,Manual,Non-Metallic,Private seller,68.0,1398.0,129.0,1061.0,no,0,14.0,Diesel,4.55,6,3,9,2,premium
Peugeot 206,Peugeot,IT,7500.0,Coupe,Used,yes,89000.0,Manual,Metalic,Private seller,90.0,1997.0,129.0,1145.0,no,0,20.0,Diesel,5.35,5,0,9,2,premium
Peugeot 206,Peugeot,IT,4999.0,Coupe,Used,yes,154000.0,Manual,Non-Metallic,Private seller,109.0,1560.0,126.0,1130.0,no,2,14.0,Diesel,5.05,7,4,10,2,premium
Peugeot 206,Peugeot,IT,1890.0,Coupe,Used,yes,133600.0,Manual,Non-Metallic,Private seller,68.0,1398.0,126.0,1061.0,no,0,19.0,Diesel,4.55,2,2,7,3,premium
Peugeot 206,Peugeot,ES,3750.0,Convertible,Used,yes,185000.0,Manual,Non-Metallic,Dealer,110.0,1560.0,126.0,1130.0,no,0,16.0,Diesel,5.15,2,0,10,1,premium
Peugeot 206,Peugeot,FR,3100.0,Convertible,Used,yes,177148.0,Manual,Non-Metallic,Dealer,110.0,1587.0,126.0,1575.0,no,2,16.0,Diesel,7.6,0,0,0,0,premium
Peugeot 206,Peugeot,DE,1599.0,Convertible,Used,yes,141000.0,Manual,Metalic,Dealer,109.0,1560.0,129.0,1285.0,yes,1,17.0,Diesel,5.2,6,3,12,2,premium
Peugeot 206,Peugeot,ES,5490.0,Compact,Used,yes,113500.0,Manual,Non-Metallic,Dealer,71.0,1587.0,129.0,1169.0,no,0,12.0,Diesel,7.6,0,0,0,0,premium
Peugeot 206,Peugeot,ES,5950.0,Compact,Used,yes,89145.0,Manual,Non-Metallic,Dealer,68.0,1398.0,129.0,963.0,no,0,10.0,Diesel,4.2,4,1,6,1,premium
Peugeot 206,Peugeot,IT,2400.0,Coupe,Used,no,242000.0,Manual,Non-Metallic,Private seller,60.0,1124.0,7.0,1053.0,no,0,12.0,Gas,6.25,0,0,0,0,premium
Peugeot 206,Peugeot,IT,3000.0,Coupe,Used,yes,220148.0,Manual,Metalic,Dealer,109.0,1587.0,7.0,1252.0,no,2,19.0,Gas,8.3,6,5,9,4,standard
Peugeot 206,Peugeot,IT,3500.0,Convertible,Used,no,65000.0,Manual,Non-Metallic,Private seller,136.0,1997.0,191.0,1227.0,no,1,21.0,Petrol,8.1,3,1,4,1,premium
Peugeot 206,Peugeot,NL,1199.0,Compact,Used,yes,212273.0,Manual,Non-Metallic,Dealer,75.0,1360.0,162.0,925.0,no,0,22.0,Petrol,6.7,1,0,5,0,premium
Peugeot 206,Peugeot,DE,1999.0,Convertible,Used,yes,96800.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1215.0,no,0,19.0,Petrol,7.6,1,1,0,0,premium
Peugeot 206,Peugeot,BE,2500.0,Convertible,Used,yes,170000.0,Manual,Metalic,Private seller,109.0,1587.0,166.0,1088.0,yes,1,17.0,Petrol,7.550000000000001,1,4,5,0,standard
Peugeot 206,Peugeot,IT,6000.0,Coupe,Used,yes,91000.0,Manual,Metalic,Private seller,136.0,1997.0,191.0,1050.0,yes,1,20.0,Petrol,8.55,3,3,4,1,premium
Peugeot 206,Peugeot,IT,5800.0,Convertible,Used,yes,71500.0,Manual,Non-Metallic,Dealer,109.0,1587.0,166.0,1127.0,no,1,20.0,Petrol,7.6,4,1,8,1,premium
Peugeot 206,Peugeot,DE,4850.0,Convertible,Used,yes,119158.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1575.0,no,3,20.0,Petrol,7.65,8,3,9,3,premium
Peugeot 206,Peugeot,DE,1100.0,Convertible,Used,yes,201000.0,Manual,Non-Metallic,Dealer,109.0,1587.0,166.0,1575.0,no,4,20.0,Petrol,7.65,6,1,9,2,standard
Peugeot 206,Peugeot,IT,6100.0,Coupe,Used,no,43090.0,Manual,Non-Metallic,Private seller,110.0,1997.0,191.0,1227.0,yes,1,21.0,Petrol,8.7,7,1,8,2,premium
Peugeot 206,Peugeot,DE,3290.0,Convertible,Used,yes,89000.0,Manual,Metalic,Dealer,136.0,1997.0,191.0,1575.0,yes,2,20.0,Petrol,8.8,8,6,11,8,premium
Peugeot 206,Peugeot,NL,5450.0,Compact,Used,no,84963.0,Manual,Metalic,Dealer,75.0,1360.0,149.0,927.0,yes,0,12.0,Petrol,6.85,3,2,8,0,premium
Peugeot 206,Peugeot,NL,1750.0,Convertible,Used,yes,237085.0,Manual,Non-Metallic,Dealer,109.0,1587.0,166.0,1115.0,yes,0,20.0,Petrol,7.6,3,2,7,2,standard
Peugeot 206,Peugeot,ES,2990.0,Convertible,Used,yes,119000.0,Manual,Non-Metallic,Dealer,137.0,1997.0,191.0,1152.0,no,0,20.0,Petrol,8.7,6,0,9,1,premium
Peugeot 206,Peugeot,NL,2000.0,Convertible,Used,yes,130000.0,Manual,Non-Metallic,Private seller,136.0,1997.0,191.0,1127.0,no,0,19.0,Petrol,8.7,3,1,3,1,premium
Peugeot 206,Peugeot,NL,1000.0,Convertible,Used,yes,259000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1115.0,no,0,18.0,Petrol,7.6,1,3,3,3,premium
Peugeot 206,Peugeot,NL,1600.0,Convertible,Used,yes,172000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1115.0,no,0,20.0,Petrol,7.6,2,1,2,0,standard
Peugeot 206,Peugeot,IT,10000.0,Coupe,Used,yes,215000.0,Manual,Non-Metallic,Private seller,177.0,1997.0,204.0,1159.0,no,0,18.0,Petrol,9.25,3,6,6,1,premium
Peugeot 206,Peugeot,ES,5900.0,Compact,Used,yes,150000.0,Manual,Metalic,Dealer,60.0,1124.0,166.0,942.0,no,0,12.0,Petrol,6.199999999999999,2,0,7,1,premium
Peugeot 206,Peugeot,NL,1000.0,Convertible,Used,no,220000.0,Manual,Non-Metallic,Private seller,136.0,1997.0,191.0,1227.0,no,0,21.0,Petrol,8.7,0,0,0,0,premium
Peugeot 206,Peugeot,IT,12500.0,Coupe,Used,yes,119000.0,Manual,Non-Metallic,Private seller,135.0,1997.0,191.0,1125.0,no,0,22.0,Petrol,8.55,6,3,10,2,premium
Peugeot 206,Peugeot,ES,3999.0,Convertible,Used,yes,160000.0,Manual,Non-Metallic,Dealer,137.0,1997.0,191.0,1152.0,no,0,20.0,Petrol,8.7,7,0,10,2,premium
Peugeot 206,Peugeot,NL,1700.0,Convertible,Used,yes,211739.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1215.0,no,0,18.0,Petrol,7.6,4,4,6,7,premium
Peugeot 206,Peugeot,ES,3900.0,Convertible,Used,yes,160497.0,Manual,Metalic,Dealer,137.0,1997.0,191.0,1152.0,no,0,20.0,Petrol,8.7,6,0,9,1,premium
Peugeot 206,Peugeot,NL,3450.0,Compact,Used,yes,139235.0,Manual,Metalic,Dealer,75.0,1360.0,152.0,925.0,no,4,15.0,Petrol,6.7,6,3,11,2,standard
Peugeot 206,Peugeot,NL,1550.0,Convertible,Used,yes,153500.0,Manual,Metalic,Private seller,136.0,1997.0,191.0,1127.0,yes,0,20.0,Petrol,8.7,7,3,5,4,premium
Peugeot 206,Peugeot,NL,1500.0,Convertible,Used,yes,136074.0,Manual,Metalic,Private seller,136.0,1997.0,202.0,1227.0,no,0,20.0,Petrol,9.25,6,2,8,2,premium
Peugeot 206,Peugeot,DE,2490.0,Coupe,Used,yes,184000.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1127.0,no,0,18.0,Petrol,7.65,8,3,12,5,premium
Peugeot 206,Peugeot,NL,1950.0,Convertible,Used,no,202171.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1115.0,yes,5,21.0,Petrol,7.6,5,1,8,3,standard
Peugeot 206,Peugeot,DE,1700.0,Convertible,Used,no,145000.0,Automatic,Metalic,Private seller,109.0,1587.0,166.0,1575.0,no,0,21.0,Petrol,7.6,0,0,0,0,premium
Peugeot 206,Peugeot,ES,2499.0,Compact,Used,yes,110842.0,Manual,Metalic,Dealer,75.0,1360.0,149.0,950.0,no,0,22.0,Petrol,8.4,4,0,5,2,premium
Peugeot 206,Peugeot,DE,1100.0,Convertible,Used,yes,170000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1215.0,no,2,16.0,Petrol,7.6,3,4,12,2,standard
Peugeot 206,Peugeot,DE,4990.0,Convertible,Used,yes,87916.0,Manual,Metalic,Dealer,136.0,1997.0,191.0,1575.0,no,2,19.0,Petrol,8.8,7,3,11,11,premium
Peugeot 206,Peugeot,NL,1795.0,Convertible,Used,no,186088.0,Manual,Metalic,Dealer,136.0,1997.0,191.0,1127.0,no,0,21.0,Petrol,8.7,1,0,7,1,premium
Peugeot 206,Peugeot,DE,4050.0,Convertible,Used,yes,102000.0,Manual,Metalic,Private seller,109.0,1587.0,166.0,1215.0,no,1,16.0,Petrol,7.6,1,0,11,3,standard
Peugeot 206,Peugeot,DE,4990.0,Sedan,Used,no,105715.0,Manual,Metalic,Dealer,75.0,1360.0,149.0,1016.0,no,4,12.0,Petrol,6.949999999999999,6,2,9,2,standard
Peugeot 206,Peugeot,BE,2200.0,Convertible,Used,yes,128573.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1215.0,no,0,19.0,Petrol,7.65,7,3,11,3,standard
Peugeot 206,Peugeot,DE,1400.0,Convertible,Used,yes,205500.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1215.0,no,0,17.0,Petrol,7.6,0,0,0,0,premium
Peugeot 206,Peugeot,DE,2100.0,Convertible,Used,no,155000.0,Manual,Non-Metallic,Private seller,136.0,1997.0,191.0,1227.0,yes,3,21.0,Petrol,8.7,7,7,9,2,standard
Peugeot 206,Peugeot,DE,6690.0,Convertible,Used,yes,34276.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1215.0,yes,2,17.0,Petrol,7.6,3,1,12,1,premium
Peugeot 206,Peugeot,NL,1440.0,Convertible,Used,yes,188291.0,Manual,Non-Metallic,Dealer,136.0,1997.0,191.0,1127.0,no,0,19.0,Petrol,8.7,7,3,8,2,premium
Peugeot 206,Peugeot,NL,2900.0,Compact,Used,no,129269.0,Manual,Non-Metallic,Dealer,60.0,1124.0,135.0,913.0,no,0,12.0,Petrol,6.199999999999999,1,2,8,0,premium
Peugeot 206,Peugeot,ES,3900.0,Convertible,Used,yes,224000.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1140.0,no,0,20.0,Petrol,7.6,4,0,6,1,premium
Peugeot 206,Peugeot,IT,3500.0,Coupe,Used,yes,177000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1025.0,no,0,17.0,Petrol,7.199999999999999,0,0,0,0,premium
Peugeot 206,Peugeot,FR,1490.0,Convertible,Used,no,245000.0,Manual,Non-Metallic,Dealer,140.0,1997.0,191.0,1575.0,no,0,21.0,Petrol,7.6,2,1,4,1,premium
Peugeot 206,Peugeot,DE,1750.0,Convertible,Used,yes,177000.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1575.0,yes,2,18.0,Petrol,7.65,6,2,10,2,premium
Peugeot 206,Peugeot,IT,7900.0,Coupe,Used,yes,90000.0,Manual,Metalic,Private seller,177.0,1997.0,204.0,1159.0,yes,2,18.0,Petrol,9.25,4,3,11,5,premium
Peugeot 206,Peugeot,NL,1950.0,Convertible,Used,yes,200158.0,Manual,Metalic,Dealer,109.0,1587.0,166.0,1115.0,yes,0,20.0,Petrol,7.6,5,3,11,2,standard
Peugeot 206,Peugeot,DE,3350.0,Convertible,Used,yes,66554.0,Manual,Non-Metallic,Dealer,109.0,1587.0,183.0,1575.0,no,1,19.0,Petrol,8.3,9,3,11,7,premium
Peugeot 206,Peugeot,IT,3500.0,Coupe,Used,yes,155000.0,Manual,Metalic,Private seller,109.0,1587.0,166.0,1252.0,no,0,19.0,Petrol,8.3,6,3,8,3,standard
Peugeot 206,Peugeot,NL,2450.0,Convertible,Used,yes,129000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1115.0,no,0,17.0,Petrol,7.6,5,1,5,2,premium
Peugeot 206,Peugeot,NL,1445.0,Convertible,Used,yes,224099.0,Manual,Non-Metallic,Dealer,109.0,1587.0,166.0,1115.0,no,0,20.0,Petrol,7.6,4,2,7,2,premium
Peugeot 206,Peugeot,DE,2455.0,Convertible,Used,yes,149000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1215.0,no,0,20.0,Petrol,7.6,5,3,9,1,premium
Peugeot 206,Peugeot,DE,4000.0,Coupe,Used,yes,114000.0,Manual,Non-Metallic,Dealer,73.0,1360.0,142.0,1365.0,no,2,10.0,Petrol,6.449999999999999,2,0,10,1,standard
Peugeot 206,Peugeot,NL,4750.0,Compact,Used,no,105458.0,Manual,Non-Metallic,Dealer,60.0,1124.0,135.0,920.0,yes,2,12.0,Petrol,6.25,2,2,9,0,standard
Peugeot 206,Peugeot,NL,1850.0,Convertible,Used,yes,182000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1115.0,no,0,20.0,Petrol,1.2401596967971442,5,6,4,4,standard
Peugeot 206,Peugeot,NL,1850.0,Convertible,Used,yes,158327.0,Manual,Metalic,Dealer,136.0,1997.0,191.0,1127.0,yes,0,20.0,Petrol,8.7,5,2,9,1,standard
Peugeot 206,Peugeot,NL,1999.0,Convertible,Used,yes,215000.0,Manual,Metalic,Private seller,136.0,1997.0,191.0,1127.0,no,0,19.0,Petrol,8.7,7,5,7,1,premium
Peugeot 206,Peugeot,DE,3350.0,Convertible,Used,yes,143800.0,Manual,Metalic,Dealer,136.0,1997.0,191.0,1227.0,no,0,19.0,Petrol,8.65,9,3,12,3,premium
Peugeot 206,Peugeot,NL,1000.0,Convertible,Used,yes,260000.0,Manual,Non-Metallic,Private seller,109.0,1587.0,166.0,1115.0,no,0,18.0,Petrol,7.6,2,0,1,0,premium
