make_model,make,location,price,body_type,type,warranty,mileage,gearbox,paint,seller,power,engine_size,CO2_emissions,empty_weight,full_service_history,previous_owner,age,fuel_type,cons_avg,comfort_convenience_count,entertainment_media_count,safety_security_count,extras_count,upholstery
Dacia Break,Dacia,BE,20500.0,Station wagon,Demonstration,yes,999.0,Manual,Non-Metallic,Dealer,136.0,1490.0,124.0,1454.0,no,0,0.0,Petrol,6.199999999999999,13,5,5,3,standard
Dacia Dokker,Dacia,ES,9990.0,Station wagon,Used,yes,51925.0,Manual,Non-Metallic,Dealer,75.0,1500.0,108.0,1454.0,no,0,8.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,BE,7200.0,Station wagon,Used,yes,149000.0,Manual,Metalic,Dealer,75.0,1461.0,108.0,1280.0,no,0,5.0,Diesel,4.25,13,7,15,4,standard
Dacia Dokker,Dacia,ES,13475.0,Station wagon,Used,yes,92852.0,Manual,Non-Metallic,Dealer,90.0,1461.0,108.0,1454.0,no,0,7.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,14990.0,Station wagon,Used,yes,49812.0,Manual,Non-Metallic,Dealer,90.0,1500.0,108.0,1454.0,no,0,5.0,Diesel,4.25,0,0,0,0,standard
Dacia Dokker,Dacia,DE,13680.0,Station wagon,Used,yes,75100.0,Manual,Metalic,Private seller,90.0,1461.0,108.0,1280.0,yes,1,4.0,Diesel,4.25,15,5,15,7,standard
Dacia Dokker,Dacia,ES,12690.0,Station wagon,Used,yes,76480.0,Manual,Non-Metallic,Dealer,75.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.25,0,0,0,0,standard
Dacia Dokker,Dacia,ES,12690.0,Station wagon,Used,yes,76480.0,Manual,Non-Metallic,Dealer,75.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.25,0,0,0,0,standard
Dacia Dokker,Dacia,ES,12500.0,Station wagon,Used,yes,73000.0,Manual,Non-Metallic,Dealer,75.0,999.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,1,3,0,standard
Dacia Dokker,Dacia,DE,4790.0,Station wagon,Used,yes,279632.0,Manual,Non-Metallic,Dealer,75.0,1461.0,108.0,1280.0,no,1,8.0,Diesel,4.25,2,0,14,1,standard
Dacia Dokker,Dacia,FR,15700.0,Station wagon,Used,yes,2081.0,Manual,Metalic,Dealer,90.0,1461.0,118.0,1205.0,no,0,7.0,Diesel,4.65,5,1,7,0,standard
Dacia Dokker,Dacia,ES,15250.0,Station wagon,Used,yes,68625.0,Manual,Non-Metallic,Dealer,90.0,1461.0,108.0,1454.0,no,0,5.0,Diesel,4.25,0,0,0,0,standard
Dacia Dokker,Dacia,DE,11980.0,Station wagon,Used,yes,158600.0,Manual,Metalic,Dealer,95.0,1461.0,113.0,1368.0,yes,1,3.0,Diesel,4.35,14,8,15,7,standard
Dacia Dokker,Dacia,ES,11930.0,Compact,Used,yes,141100.0,Manual,Non-Metallic,Dealer,90.0,1461.0,108.0,1169.0,no,0,4.0,Diesel,4.25,1,0,2,0,standard
Dacia Dokker,Dacia,ES,14845.0,Station wagon,Used,yes,31742.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,11990.0,Station wagon,Used,yes,95526.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.4,0,0,0,0,standard
Dacia Dokker,Dacia,DE,12490.0,Station wagon,Used,yes,33345.0,Manual,Metalic,Dealer,75.0,1461.0,0.0,1277.0,no,0,5.0,Diesel,4.25,4,5,10,3,standard
Dacia Dokker,Dacia,ES,14845.0,Station wagon,Used,yes,31742.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,11990.0,Station wagon,Used,yes,95526.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.4,0,0,0,0,standard
Dacia Dokker,Dacia,ES,13900.0,Station wagon,Used,yes,100655.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,2.0,Diesel,4.65,0,1,0,0,standard
Dacia Dokker,Dacia,ES,14500.0,Station wagon,Used,yes,75000.0,Manual,Non-Metallic,Dealer,75.0,999.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,1,3,0,standard
Dacia Dokker,Dacia,ES,14845.0,Station wagon,Used,yes,31742.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,14845.0,Station wagon,Used,yes,31742.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,13500.0,Station wagon,Used,yes,105926.0,Manual,Non-Metallic,Dealer,75.0,1461.0,108.0,1454.0,no,0,5.0,Diesel,4.65,0,1,7,0,standard
Dacia Dokker,Dacia,ES,8900.0,Sedan,Used,yes,149000.0,Manual,Non-Metallic,Dealer,75.0,1500.0,108.0,1333.0,no,0,5.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,13990.0,Station wagon,Used,yes,25622.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,1.0,Diesel,4.4,0,0,0,0,standard
Dacia Dokker,Dacia,ES,9990.0,Station wagon,Used,yes,51925.0,Manual,Non-Metallic,Dealer,75.0,1500.0,108.0,1454.0,no,0,8.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,14990.0,Station wagon,Used,yes,49812.0,Manual,Non-Metallic,Dealer,90.0,1500.0,108.0,1454.0,no,0,5.0,Diesel,4.25,0,0,0,0,standard
Dacia Dokker,Dacia,ES,14490.0,Station wagon,Used,yes,75086.0,Manual,Non-Metallic,Dealer,90.0,1461.0,108.0,1454.0,no,0,6.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,14990.0,Station wagon,Used,yes,49812.0,Manual,Non-Metallic,Dealer,90.0,1500.0,108.0,1454.0,no,0,5.0,Diesel,4.25,0,0,0,0,standard
Dacia Dokker,Dacia,ES,14845.0,Station wagon,Used,yes,31742.0,Manual,Non-Metallic,Dealer,95.0,1500.0,108.0,1454.0,no,0,4.0,Diesel,4.65,0,0,0,0,standard
Dacia Dokker,Dacia,ES,11990.0,Station wagon,Used,yes,104419.0,Manual,Non-Metallic,Dealer,75.0,1461.0,108.0,1454.0,no,0,6.0,Diesel,4.2,1,0,3,0,standard
Dacia Dokker,Dacia,DE,3890.0,Station wagon,Used,yes,225300.0,Manual,Non-Metallic,Dealer,83.0,1598.0,165.0,1454.0,no,1,7.0,Gas,7.75,4,2,10,0,standard
Dacia Dokker,Dacia,DE,5600.0,Station wagon,Used,yes,130000.0,Manual,Non-Metallic,Dealer,83.0,1598.0,165.0,1165.0,no,2,9.0,Gas,7.550000000000001,2,2,9,3,standard
Dacia Dokker,Dacia,DE,12490.0,Off-Road/Pick-up,Used,yes,100000.0,Manual,Metalic,Dealer,102.0,1598.0,143.0,1504.0,yes,2,4.0,Gas,6.65,15,7,16,9,standard
Dacia Dokker,Dacia,DE,13990.0,Station wagon,Used,yes,80000.0,Manual,Metalic,Dealer,102.0,1598.0,139.0,1280.0,yes,1,4.0,Gas,6.5,13,6,16,7,standard
Dacia Dokker,Dacia,ES,15990.0,Station wagon,Used,yes,43500.0,Manual,Non-Metallic,Dealer,102.0,1598.0,139.0,1454.0,no,0,3.0,Gas,4.65,0,0,4,0,standard
Dacia Dokker,Dacia,DE,17980.0,Station wagon,Used,yes,49830.0,Manual,Metalic,Dealer,109.0,1598.0,143.0,1255.0,yes,1,3.0,Gas,6.1,13,7,14,4,standard
Dacia Dokker,Dacia,DE,9950.0,Station wagon,Used,yes,125482.0,Manual,Metalic,Dealer,116.0,1197.0,130.0,1454.0,yes,1,5.0,Petrol,5.949999999999999,9,5,13,5,standard
Dacia Dokker,Dacia,DE,15999.0,Station wagon,Used,yes,81000.0,Manual,Non-Metallic,Private seller,102.0,1598.0,143.0,1280.0,no,0,4.0,Petrol,6.65,0,0,0,0,standard
Dacia Dokker,Dacia,DE,11499.0,Station wagon,Used,yes,92280.0,Manual,Non-Metallic,Dealer,102.0,1598.0,156.0,1224.0,yes,1,3.0,Petrol,6.9,6,3,13,4,standard
Dacia Dokker,Dacia,DE,9990.0,Station wagon,Used,yes,86000.0,Manual,Metalic,Dealer,116.0,1197.0,159.0,1454.0,yes,1,7.0,Petrol,6.5,11,7,14,8,standard
Dacia Dokker,Dacia,DE,16900.0,Station wagon,Used,yes,78600.0,Manual,Metalic,Dealer,102.0,1598.0,156.0,1454.0,no,1,3.0,Petrol,7.15,9,4,11,2,standard
Dacia Dokker,Dacia,DE,12890.0,Station wagon,Used,yes,66900.0,Manual,Metalic,Dealer,116.0,1197.0,140.0,1280.0,yes,1,5.0,Petrol,6.5,12,7,15,4,standard
Dacia Dokker,Dacia,DE,17250.0,Station wagon,Used,yes,23300.0,Manual,Non-Metallic,Private seller,131.0,1332.0,138.0,1310.0,yes,1,2.0,Petrol,6.300000000000001,10,7,14,7,standard
Dacia Dokker,Dacia,DE,19997.0,Station wagon,Used,yes,27688.0,Manual,Metalic,Dealer,131.0,1332.0,138.0,1454.0,yes,1,3.0,Petrol,6.4,14,8,12,6,standard
Dacia Dokker,Dacia,ES,12690.0,Station wagon,Used,yes,76030.0,Manual,Non-Metallic,Dealer,102.0,1598.0,143.0,1454.0,no,0,4.0,Petrol,6.5,1,0,3,0,standard
Dacia Dokker,Dacia,DE,15490.0,Station wagon,Used,yes,42769.0,Manual,Metalic,Dealer,116.0,1197.0,0.0,1454.0,yes,1,4.0,Petrol,4.65,10,5,9,5,standard
Dacia Dokker,Dacia,DE,19980.0,Station wagon,Used,yes,18000.0,Manual,Metalic,Dealer,109.0,1598.0,143.0,1255.0,yes,1,3.0,Petrol,6.1,10,8,14,5,standard
Dacia Dokker,Dacia,DE,14980.0,Station wagon,Used,yes,58185.0,Manual,Non-Metallic,Dealer,109.0,1598.0,143.0,1255.0,yes,1,3.0,Petrol,6.1,8,7,13,3,standard
Dacia Dokker,Dacia,ES,14300.0,Station wagon,Used,yes,77000.0,Manual,Non-Metallic,Dealer,131.0,1333.0,143.0,1454.0,no,0,3.0,Petrol,6.550000000000001,1,0,5,0,standard
Dacia Dokker,Dacia,DE,11699.0,Station wagon,Used,yes,99500.0,Manual,Non-Metallic,Private seller,116.0,1197.0,130.0,1280.0,yes,1,4.0,Petrol,5.949999999999999,13,5,13,7,standard
Dacia Dokker,Dacia,FR,10990.0,Station wagon,Used,no,83703.0,Manual,Non-Metallic,Dealer,101.0,1598.0,140.0,1454.0,no,0,4.0,Petrol,4.65,2,0,7,1,standard
Dacia Dokker,Dacia,DE,15980.0,Station wagon,Used,yes,57000.0,Manual,Metalic,Dealer,102.0,1598.0,156.0,1224.0,no,0,4.0,Petrol,7.15,8,3,11,2,standard
Dacia Dokker,Dacia,DE,10990.0,Station wagon,Used,yes,91600.0,Manual,Non-Metallic,Dealer,102.0,1598.0,140.0,1275.0,no,1,4.0,Petrol,6.5,5,3,12,1,standard
Dacia Dokker,Dacia,DE,12490.0,Off-Road/Pick-up,Used,yes,100000.0,Manual,Metalic,Dealer,102.0,1598.0,143.0,1504.0,yes,2,4.0,Petrol,6.65,15,7,16,9,standard
Dacia Duster,Dacia,DE,17900.0,Off-Road/Pick-up,Used,yes,65018.0,Manual,Non-Metallic,Dealer,109.0,1461.0,123.0,1504.0,yes,0,5.0,Diesel,4.75,12,5,13,5,standard
Dacia Duster,Dacia,ES,14290.0,Off-Road/Pick-up,Used,yes,146250.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1205.0,no,0,2.0,Diesel,4.45,4,3,9,0,standard
Dacia Duster,Dacia,ES,20409.0,Off-Road/Pick-up,Used,yes,19271.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1405.0,no,0,1.0,Diesel,4.35,3,1,1,2,standard
Dacia Duster,Dacia,DE,15490.0,Off-Road/Pick-up,Used,yes,74300.0,Manual,Non-Metallic,Dealer,109.0,1461.0,126.0,1504.0,no,0,5.0,Diesel,4.85,5,4,12,1,standard
Dacia Duster,Dacia,ES,20409.0,Off-Road/Pick-up,Used,yes,19271.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1405.0,no,0,1.0,Diesel,4.35,3,1,1,2,standard
Dacia Duster,Dacia,ES,16000.0,Off-Road/Pick-up,Used,yes,89352.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1320.0,no,0,3.0,Diesel,4.75,5,2,9,1,standard
Dacia Duster,Dacia,BE,9500.0,Off-Road/Pick-up,Used,yes,98931.0,Manual,Metalic,Dealer,90.0,1461.0,123.0,1180.0,no,0,6.0,Diesel,5.574999999999999,4,5,13,0,standard
Dacia Duster,Dacia,ES,5700.0,Off-Road/Pick-up,Used,yes,250149.0,Manual,Non-Metallic,Dealer,86.0,1461.0,115.0,1255.0,no,0,12.0,Diesel,5.300000000000001,1,0,5,0,standard
Dacia Duster,Dacia,ES,14900.0,Off-Road/Pick-up,Used,yes,41195.0,Manual,Non-Metallic,Dealer,90.0,1461.0,115.0,1221.0,no,0,6.0,Diesel,4.4,4,1,7,0,standard
Dacia Duster,Dacia,DE,11999.0,Off-Road/Pick-up,Used,yes,68144.0,Manual,Metalic,Dealer,109.0,1461.0,117.0,1504.0,no,0,6.0,Diesel,4.4,12,4,10,3,premium
Dacia Duster,Dacia,IT,19700.0,Off-Road/Pick-up,Used,yes,48483.0,Manual,Metalic,Dealer,116.0,1461.0,115.0,1304.0,no,0,3.0,Diesel,5.574999999999999,0,1,0,0,standard
Dacia Duster,Dacia,DE,10890.0,Off-Road/Pick-up,Used,yes,115100.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1280.0,yes,0,5.0,Diesel,4.4,11,5,12,3,standard
Dacia Duster,Dacia,FR,14990.0,Station wagon,Used,yes,52026.0,Manual,Non-Metallic,Dealer,110.0,1461.0,123.0,1454.0,no,0,6.0,Diesel,5.574999999999999,7,3,12,2,premium
Dacia Duster,Dacia,ES,9990.0,Off-Road/Pick-up,Used,yes,237000.0,Manual,Non-Metallic,Dealer,109.0,1500.0,115.0,1504.0,no,0,4.0,Diesel,5.574999999999999,0,0,0,0,standard
Dacia Duster,Dacia,ES,15490.0,Off-Road/Pick-up,Used,yes,44287.0,Manual,Non-Metallic,Dealer,95.0,1461.0,115.0,1504.0,no,0,3.0,Diesel,4.449999999999999,0,2,1,0,standard
Dacia Duster,Dacia,ES,13300.0,Off-Road/Pick-up,Used,yes,140000.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1325.0,no,0,6.0,Diesel,4.75,1,0,5,0,standard
Dacia Duster,Dacia,DE,16900.0,Off-Road/Pick-up,Used,yes,78854.0,Manual,Metalic,Dealer,109.0,1461.0,0.0,1504.0,yes,0,5.0,Diesel,5.574999999999999,13,5,14,5,premium
Dacia Duster,Dacia,ES,12336.0,Off-Road/Pick-up,Used,yes,82713.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1235.0,no,0,6.0,Diesel,5.0,2,1,5,2,standard
Dacia Duster,Dacia,ES,7490.0,Off-Road/Pick-up,Used,yes,158000.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1280.0,no,0,12.0,Diesel,5.65,2,1,6,0,standard
Dacia Duster,Dacia,ES,19850.0,Off-Road/Pick-up,Pre-registered,yes,3500.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1320.0,no,0,1.0,Diesel,4.15,4,1,9,1,standard
Dacia Duster,Dacia,ES,17900.0,Off-Road/Pick-up,Used,yes,136000.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1320.0,no,0,4.0,Diesel,4.75,4,3,9,0,standard
Dacia Duster,Dacia,ES,16000.0,Off-Road/Pick-up,Used,yes,89352.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1320.0,no,0,3.0,Diesel,4.75,5,2,9,1,standard
Dacia Duster,Dacia,ES,12800.0,Off-Road/Pick-up,Used,yes,133000.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1320.0,no,0,4.0,Diesel,4.75,3,1,9,0,standard
Dacia Duster,Dacia,BE,12490.0,Off-Road/Pick-up,Used,yes,74000.0,Manual,Metalic,Dealer,109.0,1461.0,123.0,1325.0,yes,1,6.0,Diesel,4.75,14,7,14,9,premium
Dacia Duster,Dacia,ES,15490.0,Off-Road/Pick-up,Used,yes,44287.0,Manual,Non-Metallic,Dealer,95.0,1461.0,115.0,1504.0,no,0,3.0,Diesel,4.449999999999999,0,2,1,0,standard
Dacia Duster,Dacia,ES,13500.0,Off-Road/Pick-up,Used,yes,172166.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1320.0,no,0,4.0,Diesel,4.15,4,3,9,0,standard
Dacia Duster,Dacia,ES,14700.0,Off-Road/Pick-up,Used,yes,140000.0,Manual,Metalic,Dealer,110.0,1461.0,115.0,1325.0,no,0,6.0,Diesel,5.300000000000001,2,1,4,0,standard
Dacia Duster,Dacia,ES,7490.0,Off-Road/Pick-up,Used,yes,158000.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1280.0,no,0,12.0,Diesel,5.65,2,1,6,0,standard
Dacia Duster,Dacia,ES,12500.0,Off-Road/Pick-up,Used,yes,205831.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1325.0,no,0,6.0,Diesel,5.300000000000001,0,0,5,0,standard
Dacia Duster,Dacia,ES,20409.0,Off-Road/Pick-up,Used,yes,19271.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1405.0,no,0,1.0,Diesel,4.35,3,1,1,2,standard
Dacia Duster,Dacia,ES,12336.0,Off-Road/Pick-up,Used,yes,82713.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1235.0,no,0,6.0,Diesel,5.0,2,1,5,2,standard
Dacia Duster,Dacia,DE,14999.0,Off-Road/Pick-up,Used,yes,49000.0,Manual,Metalic,Dealer,109.0,1461.0,115.0,1504.0,no,1,4.0,Diesel,4.45,9,6,15,1,standard
Dacia Duster,Dacia,ES,14500.0,Off-Road/Pick-up,Used,yes,185000.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1405.0,no,0,3.0,Diesel,4.35,0,0,0,0,standard
Dacia Duster,Dacia,IT,4950.0,Station wagon,Used,no,221000.0,Manual,Metalic,Dealer,107.0,1461.0,139.0,1205.0,no,0,11.0,Diesel,5.65,7,8,15,4,standard
Dacia Duster,Dacia,IT,12500.0,Station wagon,Used,yes,210000.0,Manual,Metalic,Dealer,109.0,1461.0,135.0,1395.0,yes,1,8.0,Diesel,5.4,10,11,14,7,standard
Dacia Duster,Dacia,DE,18490.0,Off-Road/Pick-up,Used,yes,42177.0,Manual,Non-Metallic,Dealer,116.0,1461.0,0.0,1504.0,yes,0,2.0,Diesel,5.574999999999999,7,6,13,4,standard
Dacia Duster,Dacia,IT,13900.0,Off-Road/Pick-up,Used,yes,83827.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1341.0,yes,1,4.0,Diesel,4.4,11,4,12,4,standard
Dacia Duster,Dacia,IT,12549.0,Off-Road/Pick-up,Used,yes,56028.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,4.0,Diesel,4.5,10,4,13,1,standard
Dacia Duster,Dacia,ES,17754.0,Off-Road/Pick-up,Used,yes,31350.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1205.0,no,0,2.0,Diesel,4.45,4,1,9,1,standard
Dacia Duster,Dacia,FR,5790.0,Station wagon,Used,yes,221000.0,Manual,Non-Metallic,Dealer,91.0,1461.0,126.0,1454.0,no,0,10.0,Diesel,5.574999999999999,1,0,7,1,standard
Dacia Duster,Dacia,DE,17990.0,Off-Road/Pick-up,Used,yes,62300.0,Manual,Metalic,Dealer,116.0,1461.0,115.0,1395.0,no,1,3.0,Diesel,4.449999999999999,16,7,16,2,standard
Dacia Duster,Dacia,FR,12990.0,Station wagon,Used,yes,85819.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1454.0,no,1,5.0,Diesel,5.574999999999999,4,3,12,2,standard
Dacia Duster,Dacia,FR,4990.0,Station wagon,Used,no,165335.0,Manual,Metalic,Dealer,86.0,1461.0,135.0,1454.0,no,0,11.0,Diesel,5.574999999999999,1,0,6,1,standard
Dacia Duster,Dacia,ES,15490.0,Off-Road/Pick-up,Used,yes,64000.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1325.0,no,0,5.0,Diesel,5.300000000000001,0,0,5,0,standard
Dacia Duster,Dacia,BE,12495.0,Off-Road/Pick-up,Used,yes,88271.0,Manual,Metalic,Dealer,90.0,1461.0,115.0,1356.0,no,0,4.0,Diesel,4.4,4,4,8,0,standard
Dacia Duster,Dacia,FR,10900.0,Station wagon,Used,no,126000.0,Manual,Non-Metallic,Dealer,111.0,1461.0,115.0,1454.0,no,0,7.0,Diesel,5.574999999999999,6,3,5,3,standard
Dacia Duster,Dacia,DE,21690.0,Off-Road/Pick-up,Used,yes,32700.0,Manual,Metalic,Dealer,116.0,1461.0,119.0,1480.0,yes,1,2.0,Diesel,4.7,16,7,15,3,standard
Dacia Duster,Dacia,DE,14850.0,Off-Road/Pick-up,Used,yes,61521.0,Automatic,Metalic,Dealer,109.0,1461.0,116.0,1504.0,yes,1,4.0,Diesel,4.45,13,5,12,6,premium
Dacia Duster,Dacia,DE,19450.0,Off-Road/Pick-up,Used,yes,89703.0,Manual,Metalic,Dealer,116.0,1461.0,0.0,1504.0,no,0,3.0,Diesel,5.574999999999999,14,6,14,4,standard
Dacia Duster,Dacia,ES,14950.0,Sedan,Used,yes,87393.0,Automatic,Non-Metallic,Dealer,109.0,1461.0,115.0,1333.0,no,0,4.0,Diesel,5.574999999999999,0,0,0,0,standard
Dacia Duster,Dacia,ES,15913.0,Off-Road/Pick-up,Used,yes,63450.0,Automatic,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,5.0,Diesel,4.75,3,0,4,0,standard
Dacia Duster,Dacia,DE,18900.0,Off-Road/Pick-up,Used,yes,74894.0,Automatic,Metalic,Dealer,109.0,1461.0,116.0,1504.0,yes,0,4.0,Diesel,4.45,19,5,17,5,standard
Dacia Duster,Dacia,DE,15900.0,Off-Road/Pick-up,Used,yes,51561.0,Manual,Metalic,Dealer,109.0,1461.0,115.0,1504.0,yes,0,5.0,Diesel,4.4,12,5,15,3,standard
Dacia Duster,Dacia,ES,14900.0,Off-Road/Pick-up,Used,yes,127000.0,Manual,Non-Metallic,Dealer,90.0,1461.0,115.0,1280.0,no,0,5.0,Diesel,4.4,1,1,4,0,standard
Dacia Duster,Dacia,AT,10990.0,Off-Road/Pick-up,Used,yes,108000.0,Manual,Non-Metallic,Dealer,109.0,1461.0,127.0,1504.0,no,0,8.0,Diesel,5.15,4,2,11,1,standard
Dacia Duster,Dacia,FR,27960.0,Station wagon,Used,yes,400.0,Manual,Non-Metallic,Dealer,118.0,1461.0,142.0,1454.0,no,1,1.0,Diesel,5.574999999999999,5,3,12,2,standard
Dacia Duster,Dacia,DE,23200.0,Off-Road/Pick-up,Employee's car,yes,1360.0,Manual,Metalic,Dealer,116.0,1461.0,143.0,1514.0,no,1,0.0,Diesel,4.699999999999999,15,4,19,7,standard
Dacia Duster,Dacia,DE,18900.0,Off-Road/Pick-up,Used,yes,59972.0,Manual,Metalic,Dealer,109.0,1461.0,0.0,1504.0,yes,0,4.0,Diesel,5.574999999999999,14,7,16,5,premium
Dacia Duster,Dacia,FR,17990.0,Off-Road/Pick-up,Used,yes,34210.0,Automatic,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,4.0,Diesel,5.574999999999999,14,5,14,2,standard
Dacia Duster,Dacia,FR,20700.0,Off-Road/Pick-up,Used,yes,2683.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1504.0,no,0,0.0,Diesel,5.574999999999999,0,0,0,0,standard
Dacia Duster,Dacia,FR,12490.0,Off-Road/Pick-up,Used,yes,67400.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,5.0,Diesel,5.574999999999999,7,4,13,2,standard
Dacia Duster,Dacia,BE,14900.0,Off-Road/Pick-up,Used,yes,75454.0,Automatic,Non-Metallic,Dealer,109.0,1461.0,116.0,1304.0,no,0,4.0,Diesel,5.574999999999999,7,3,6,1,standard
Dacia Duster,Dacia,IT,12549.0,Off-Road/Pick-up,Used,yes,56028.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,4.0,Diesel,4.5,10,4,13,1,standard
Dacia Duster,Dacia,DE,16988.0,Off-Road/Pick-up,Used,yes,35000.0,Manual,Metalic,Dealer,116.0,1461.0,174.0,1395.0,no,0,3.0,Diesel,4.449999999999999,16,6,13,4,premium
Dacia Duster,Dacia,FR,15799.0,Off-Road/Pick-up,Used,yes,80000.0,Manual,Non-Metallic,Dealer,110.0,1461.0,115.0,1504.0,no,1,4.0,Diesel,5.574999999999999,9,2,11,3,standard
Dacia Duster,Dacia,ES,16900.0,Off-Road/Pick-up,Used,yes,30900.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1320.0,no,0,3.0,Diesel,4.15,4,3,9,0,standard
Dacia Duster,Dacia,FR,16490.0,Off-Road/Pick-up,Used,yes,62865.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1504.0,no,0,3.0,Diesel,5.574999999999999,14,5,14,2,standard
Dacia Duster,Dacia,DE,19750.0,Off-Road/Pick-up,Used,yes,46398.0,Manual,Metalic,Dealer,109.0,1461.0,123.0,1395.0,yes,1,4.0,Diesel,4.75,15,9,17,8,premium
Dacia Duster,Dacia,ES,16900.0,Off-Road/Pick-up,Used,yes,78467.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1320.0,no,0,3.0,Diesel,4.75,5,3,10,1,standard
Dacia Duster,Dacia,IT,12549.0,Off-Road/Pick-up,Used,yes,56028.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,4.0,Diesel,4.5,10,4,13,1,standard
Dacia Duster,Dacia,IT,12549.0,Off-Road/Pick-up,Used,yes,56028.0,Manual,Non-Metallic,Dealer,109.0,1461.0,115.0,1504.0,no,0,4.0,Diesel,4.5,10,4,13,1,standard
Dacia Duster,Dacia,DE,24990.0,Off-Road/Pick-up,Used,yes,19300.0,Manual,Metalic,Dealer,116.0,1461.0,119.0,1480.0,yes,1,1.0,Diesel,4.7,14,7,13,4,standard
Dacia Duster,Dacia,FR,16999.0,Off-Road/Pick-up,Used,yes,56775.0,Manual,Non-Metallic,Dealer,118.0,1461.0,108.0,1504.0,no,1,3.0,Diesel,5.574999999999999,9,2,12,3,standard
Dacia Duster,Dacia,FR,20950.0,Off-Road/Pick-up,Used,yes,3711.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1504.0,no,0,0.0,Diesel,5.574999999999999,0,0,0,0,standard
Dacia Duster,Dacia,ES,11900.0,Off-Road/Pick-up,Used,yes,137000.0,Automatic,Non-Metallic,Dealer,110.0,1461.0,115.0,1280.0,no,0,5.0,Diesel,4.45,2,1,6,0,standard
Dacia Duster,Dacia,FR,18990.0,Off-Road/Pick-up,Used,yes,29577.0,Manual,Non-Metallic,Dealer,116.0,1461.0,115.0,1504.0,no,0,2.0,Diesel,5.574999999999999,14,6,14,3,standard
